Player id,Player,Position,Number,D.O.B,Age,Height (cm),Caps,International goals,Plays in home country?
312679,HONG Jeongho,Defender,20,1989-08-12,24,188,24,1,False
207888,Per MERTESACKER,Defender,17,1984-09-29,29,198,97,4,False
216069,Emir SPAHIC,Defender,4,1980-08-18,33,183,74,3,False
239237,Carl MEDJANI,Defender,12,1985-05-15,29,180,25,1,False
216006,Anthony VANDEN BORRE,Defender,21,1987-10-24,26,185,25,1,True
307026,Cristian GAMBOA,Defender,16,1989-10-24,24,175,25,1,False
347716,Hiroshi KIYOTAKE,Forward,8,1989-11-12,24,172,25,1,False
306634,Jonathan MENSAH,Defender,19,1990-07-13,23,182,25,1,False
213878,Victor BERNARDEZ,Defender,5,1982-05-24,32,187,76,3,False
229499,Diego GODIN,Defender,3,1986-02-16,28,185,76,3,False
186793,Vasily BEREZUTSKIY,Defender,14,1982-06-20,32,188,77,3,True
339447,Johnny ACOSTA,Defender,2,1983-07-21,30,175,26,1,True
321971,Geoff CAMERON,Defender,20,1985-07-11,28,190,26,1,False
296273,Alejandro BEDOYA,Midfielder,11,1987-04-29,27,178,26,1,False
183796,Christian BOLANOS,Midfielder,7,1984-05-17,30,178,54,2,False
296827,Rafik HALLICHE,Defender,5,1986-09-02,27,187,28,1,False
181930,Jorge GUAGUA,Defender,2,1981-09-28,32,179,58,2,True
288961,Ehsan HAJI SAFI,Midfielder,3,1990-02-25,24,177,58,2,True
181698,Aldo RAMIREZ,Midfielder,5,1981-04-18,33,175,29,1,False
278732,Aurelien CHEDJOU,Defender,14,1985-06-20,28,185,29,1,False
286481,Maximiliano PEREIRA,Defender,16,1984-06-08,30,173,89,3,False
356711,Azubuike EGWUEKWE,Defender,6,1989-07-16,24,195,31,1,True
200199,JOAO MOUTINHO,Midfielder,8,1986-09-08,27,170,66,2,False
358099,Senad LULIC,Midfielder,16,1986-01-18,28,183,33,1,False
213879,Maynor FIGUEROA,Defender,3,1983-05-02,31,184,100,3,False
268474,Atsuto UCHIDA,Defender,2,1988-03-27,26,176,67,2,False
216646,Blerim DZEMAILI,Midfielder,15,1986-04-12,28,179,34,1,False
290864,Toby ALDERWEIRELD,Defender,2,1989-03-02,25,186,34,1,False
356459,Godfrey OBOABONA,Defender,14,1990-09-16,23,183,34,1,False
216642,Reto ZIEGLER,Defender,3,1986-01-16,28,183,35,1,False
296303,Juan Carlos GARCIA,Defender,6,1988-03-08,26,175,35,1,False
175512,Kyle BECKERMAN,Midfielder,15,1982-04-23,32,181,36,1,True
349578,Frickson ERAZO,Defender,3,1988-05-05,26,189,36,1,False
273291,Efe AMBROSE,Defender,5,1988-10-18,25,190,36,1,False
289027,Makoto HASEBE,Midfielder,17,1984-01-18,30,180,78,2,False
291329,Ismael TIOTE,Midfielder,9,1986-06-21,27,175,42,1,False
216645,Johan DJOUROU,Defender,20,1987-01-18,27,192,44,1,False
229436,Carlos CARMONA,Midfielder,6,1987-02-21,27,179,44,1,False
185359,Diego PEREZ,Midfielder,15,1980-05-18,34,176,89,2,False
237071,Boniek GARCIA,Midfielder,14,1984-09-04,29,176,90,2,False
197409,Matt McKAY,Midfielder,17,1983-01-11,31,174,46,1,True
207924,James MILNER,Midfielder,17,1986-01-04,28,175,46,1,True
238381,Samuel INKOOM,Defender,2,1989-06-01,25,179,46,1,False
183798,Roy MILLER,Defender,19,1984-11-24,29,189,47,1,False
182372,Javier MASCHERANO,Midfielder,14,1984-06-08,30,171,96,2,False
216880,Thomas VERMAELEN,Defender,3,1985-11-14,28,178,48,1,False
228351,Alexandros TZIOLIS,Midfielder,6,1985-02-13,29,190,49,1,False
229443,Juan ZUNIGA,Defender,18,1985-12-14,28,171,49,1,False
197464,Glen JOHNSON,Defender,2,1984-08-23,29,180,51,1,True
200213,Pablo ARMERO,Defender,7,1986-11-02,27,174,52,1,False
238112,Hector MORENO,Defender,15,1988-01-17,26,182,52,1,False
267829,Martin CACERES,Defender,22,1987-04-07,27,178,56,1,False
209940,Junior DIAZ,Defender,15,1983-09-12,30,185,61,1,False
276131,Walter GARGANO,Midfielder,5,1984-07-23,29,168,62,1,False
230117,Emilio IZAGUIRRE,Midfielder,7,1986-05-10,28,177,65,1,False
216964,Nigel DE JONG,Midfielder,6,1984-11-30,29,174,70,1,False
198489,Arthur BOKA,Defender,3,1983-04-02,31,166,77,1,False
184373,Yasuyuki KONNO,Defender,15,1983-01-25,31,178,80,1,True
208120,Michael UMANA,Defender,4,1982-07-16,31,180,81,1,True
209960,Francisco RODRIGUEZ,Defender,2,1981-10-20,32,191,92,1,True
176971,Didier ZOKORA,Defender,5,1980-12-14,33,183,119,1,False
94918,Faryd MONDRAGON,Goalkeeper,22,1971-06-21,43,191,50,0,True
178185,Noel VALLADARES,Goalkeeper,18,1977-05-03,37,178,120,0,True
159304,Gianluigi BUFFON,Goalkeeper,1,1978-01-28,36,190,139,0,True
179048,Stipe PLETIKOSA,Goalkeeper,1,1979-01-08,35,193,110,0,False
178420,Tim HOWARD,Goalkeeper,1,1979-03-06,35,187,98,0,False
182021,Mickael LANDREAU,Goalkeeper,23,1979-05-14,35,184,11,0,True
184982,Nick RIMANDO,Goalkeeper,22,1979-06-17,35,182,14,0,True
178958,Boubacar BARRY,Goalkeeper,1,1979-12-30,34,180,76,0,False
179038,JULIO CESAR,Goalkeeper,12,1979-09-03,34,179,79,0,False
367333,Sergey RYZHIKOV,Goalkeeper,16,1980-09-19,33,192,1,0,True
358097,Asmir AVDUKIC,Goalkeeper,22,1981-05-13,33,190,3,0,True
195223,Roman WEIDENFELLER,Goalkeeper,22,1980-08-06,33,188,2,0,True
209168,Eugene GALEKOVIC,Goalkeeper,18,1981-06-12,33,186,8,0,True
214377,Andrea BARZAGLI,Defender,15,1981-05-08,33,186,47,0,True
176644,Iker CASILLAS,Goalkeeper,1,1981-05-20,33,185,153,0,True
215484,Loukas VYNTRA,Defender,11,1981-02-05,33,184,49,0,False
178630,Johnny HERRERA,Goalkeeper,23,1981-05-09,33,183,7,0,True
298516,Rahman AHMADI,Goalkeeper,1,1980-07-30,33,182,11,0,True
356612,Hugo CAMPAGNARO,Defender,3,1980-06-27,33,181,13,0,False
213871,Donis ESCOBER,Goalkeeper,22,1981-02-03,33,180,20,0,True
195231,Jose CORONA,Goalkeeper,1,1981-01-26,33,178,32,0,True
212246,Patrice EVRA,Defender,3,1981-05-15,33,171,57,0,False
215471,Vangelis MORAS,Defender,5,1981-08-26,32,193,18,0,False
274703,Agustin ORION,Goalkeeper,12,1981-07-26,32,190,3,0,True
214404,BETO,Goalkeeper,22,1982-05-01,32,183,7,0,False
181951,Brad DAVIS,Midfielder,14,1981-11-08,32,180,16,0,True
214874,Patrick PEMBERTON,Goalkeeper,18,1982-04-24,32,178,20,0,True
207809,MAXWELL,Defender,14,1981-08-27,32,177,8,0,False
210702,Danijel PRANJIC,Defender,3,1981-12-02,32,172,49,0,False
286238,Egidio AREVALO,Midfielder,17,1982-01-01,32,168,54,0,False
309426,VICTOR,Goalkeeper,22,1983-01-21,31,195,6,0,True
253999,Ben FOSTER,Goalkeeper,13,1983-04-03,31,193,6,0,True
184320,JEFFERSON,Goalkeeper,1,1983-01-02,31,190,9,0,True
175546,Alfredo TALAVERA,Goalkeeper,12,1982-09-18,31,188,14,0,True
175413,Pepe REINA,Goalkeeper,23,1982-08-31,31,187,32,0,False
299066,EDUARDO,Goalkeeper,1,1982-09-19,31,187,33,0,True
175629,Martin SILVA,Goalkeeper,23,1983-03-25,31,187,4,0,False
216990,Charles ITANDJE,Goalkeeper,16,1982-11-02,31,185,9,0,False
202650,Claudio BRAVO,Goalkeeper,1,1983-04-13,31,185,79,0,False
198117,Eiji KAWASHIMA,Goalkeeper,1,1983-03-20,31,185,56,0,False
189300,Vincent ENYEAMA,Goalkeeper,1,1982-08-29,31,185,90,0,False
196620,Steve VON BERGEN,Defender,5,1983-06-10,31,183,41,0,True
254141,Bacary SAGNA,Defender,15,1983-02-14,31,175,40,0,False
275793,Oscar BAGUI,Defender,18,1982-12-10,31,170,21,0,True
196633,Diego BENAGLIO,Goalkeeper,1,1983-09-08,30,195,57,0,False
306144,Mariano ANDUJAR,Goalkeeper,21,1983-07-30,30,194,10,0,False
349832,Jose Maria BASANTA,Defender,23,1984-04-03,30,188,8,0,False
184856,Austine EJIDE,Goalkeeper,16,1984-04-08,30,186,31,0,False
299904,Mensur MUJDZA,Midfielder,13,1984-03-28,30,184,24,0,False
254089,Michel VORM,Goalkeeper,22,1983-10-20,30,183,14,0,False
354873,Mehdi MOSTEFA,Midfielder,22,1983-08-30,30,182,22,0,False
216432,Yury ZHIRKOV,Forward,18,1983-08-20,30,180,60,0,True
306180,Benoit ASSOU EKOTTO,Defender,2,1984-03-24,30,178,21,0,False
329737,Ghasem HADADIFAR,Midfielder,11,1983-07-12,30,178,16,0,True
254091,Paul VERHAEGH,Defender,12,1983-09-01,30,178,2,0,False
358893,Andrey ESHCHENKO,Defender,22,1984-02-09,30,177,11,0,True
216438,Igor DENISOV,Midfielder,7,1984-05-17,30,176,43,0,True
317072,Henri BEDIMO,Defender,12,1984-06-04,30,176,30,0,False
321682,Medhi LACEN,Midfielder,8,1984-03-15,30,175,29,0,False
202280,Luis SARITAMA,Midfielder,19,1983-10-20,30,175,48,0,True
306206,Khosro HEYDARI,Forward,2,1983-09-14,30,175,47,0,True
214571,Rio MAVUBA,Midfielder,12,1984-03-08,30,172,11,0,True
214407,JOAO PEREIRA,Defender,21,1984-02-25,30,172,35,0,False
276139,Brad GUZAN,Goalkeeper,12,1984-09-09,29,193,25,0,False
357990,Gordon SCHILDENFELD,Defender,13,1985-03-18,29,191,21,0,False
299887,Danijel SUBASIC,Goalkeeper,23,1984-10-27,29,191,6,0,False
198546,JUNG Sungryong,Goalkeeper,1,1985-01-04,29,190,60,0,True
297230,Osman CHAVEZ,Defender,2,1984-07-29,29,187,54,0,False
182479,Chigozie AGBIM,Goalkeeper,21,1984-11-28,29,187,14,0,True
305708,Mohamed ZEMMAMOUCHE,Goalkeeper,16,1985-03-19,29,187,7,0,True
378836,Marco PAROLO,Midfielder,18,1985-01-25,29,186,3,0,True
182620,Alex WILKINSON,Defender,22,1984-08-13,29,183,2,0,False
229450,Gabriel ACHILIER,Defender,21,1985-03-24,29,183,22,0,True
356166,Cedric SI MOHAMMED,Goalkeeper,1,1985-01-09,29,182,1,0,True
298676,HA Daesung,Midfielder,8,1985-03-02,29,182,13,0,False
299064,RUBEN AMORIM,Midfielder,20,1985-01-27,29,180,11,0,True
376071,Fatawu DAUDA,Goalkeeper,16,1985-04-06,29,180,17,0,False
323339,Djamel MESBAH,Defender,6,1984-10-09,29,179,26,0,False
367555,Die SEREY,Midfielder,20,1984-11-07,29,179,6,0,False
276132,Jorge FUCILE,Defender,4,1984-11-19,29,177,41,0,False
182379,Pablo ZABALETA,Defender,4,1985-01-16,29,174,36,0,False
228912,Manuel NEUER,Goalkeeper,1,1986-03-27,28,193,45,0,True
229498,Fernando MUSLERA,Goalkeeper,1,1986-06-16,28,190,57,0,False
228328,Orestis KARNEZIS,Goalkeeper,1,1985-07-11,28,189,18,0,False
302630,Maximo BANGUERA,Goalkeeper,1,1985-12-16,28,187,24,0,True
233333,Gabriel PALETTA,Defender,20,1986-02-15,28,187,2,0,True
216820,Raul ALBIOL,Defender,2,1985-09-04,28,187,46,0,False
323326,Rais MBOLHI,Goalkeeper,23,1986-04-25,28,186,27,0,False
215017,Igor AKINFEEV,Goalkeeper,1,1986-04-08,28,185,68,0,True
358012,Laurent KOSCIELNY,Defender,21,1985-09-10,28,185,17,0,False
215285,Guillermo OCHOA,Goalkeeper,13,1985-07-13,28,185,56,0,False
214581,Shusaku NISHIKAWA,Goalkeeper,12,1986-06-18,28,183,12,0,True
301165,Oscar GRANADOS,Midfielder,13,1985-10-25,28,183,11,0,True
200259,Dany NOUNKEU,Defender,5,1986-04-11,28,183,15,0,False
280487,Carlos SANCHEZ,Midfielder,6,1986-02-06,28,182,43,0,False
359997,Avdija VRSAJEVIC,Midfielder,2,1986-03-06,28,182,13,0,False
199160,Daniel CAMBRONERO,Goalkeeper,23,1986-01-08,28,181,2,0,True
290822,Laurent CIMAN,Defender,23,1985-08-05,28,180,8,0,True
278126,KIM Changsoo,Defender,2,1985-09-12,28,179,8,0,False
349582,Francisco SILVA,Midfielder,5,1986-02-11,28,178,11,0,False
201001,Fernando GAGO,Midfielder,5,1986-04-10,28,178,47,0,True
200133,Lucas BIGLIA,Midfielder,6,1986-01-30,28,175,17,0,False
268911,Toshihiro AOYAMA,Midfielder,14,1986-02-22,28,174,5,0,True
200205,VIEIRINHA,Forward,10,1986-01-24,28,170,7,0,False
303419,Alexander DOMINGUEZ,Goalkeeper,22,1987-06-05,27,196,18,0,True
266783,Sergio ROMERO,Goalkeeper,1,1987-02-22,27,192,45,0,False
299956,Joe HART,Goalkeeper,1,1987-04-19,27,191,40,0,True
360111,Panagiotis GLYKOS,Goalkeeper,12,1986-10-10,27,190,2,0,True
298655,Salvatore SIRIGU,Goalkeeper,12,1987-01-12,27,190,8,0,False
271043,DAVID LUIZ,Defender,4,1987-04-22,27,189,35,0,False
359448,Stephane RUFFIER,Goalkeeper,16,1986-09-27,27,188,2,0,True
297105,Hugo LLORIS,Goalkeeper,1,1986-12-26,27,188,56,0,False
200209,Cristian ZAPATA,Defender,2,1986-09-30,27,187,23,0,False
200130,Ezequiel GARAY,Defender,2,1986-10-10,27,186,18,0,False
291332,Ousmane DIARRASSOUBA,Defender,2,1986-12-21,27,186,1,0,False
298613,HENRIQUE,Defender,15,1986-10-14,27,186,5,0,False
369983,Aleksei KOZLOV,Defender,2,1986-12-25,27,185,10,0,True
358046,Vladimir GRANAT,Defender,13,1987-05-22,27,184,4,0,True
199175,Keylor NAVAS,Goalkeeper,1,1986-12-15,27,184,52,0,False
367433,Matt BESLER,Defender,5,1987-02-11,27,182,16,0,True
329745,Hossein MAHINI,Defender,13,1986-09-16,27,182,21,0,True
363578,LEE Yong,Defender,12,1986-12-24,27,180,11,0,True
267344,Mehrdad POOLADI,Defender,23,1987-02-26,27,180,19,0,True
298662,Antonio CANDREVA,Midfielder,6,1987-02-28,27,180,19,0,True
296312,Edder DELGADO,Midfielder,12,1986-11-20,27,179,26,0,True
321731,Ioannis MANIATIS,Midfielder,2,1986-10-12,27,178,29,0,True
359375,SAMMIR,Midfielder,19,1987-04-23,27,178,5,0,False
379889,Steven BEITASHOUR,Defender,20,1987-02-01,27,178,6,0,False
240718,Constant DJAKPA,Defender,18,1986-10-17,27,177,4,0,False
268411,PARK Jooho,Defender,22,1987-01-16,27,174,13,0,False
294626,Harrison AFFUL,Defender,23,1986-07-24,27,168,40,0,False
362881,Fraser FORSTER,Goalkeeper,22,1988-03-17,26,201,1,0,False
230121,Asmir BEGOVIC,Goalkeeper,1,1987-06-20,26,198,30,0,False
346763,Alireza HAGHIGHI,Goalkeeper,12,1988-05-02,26,193,4,0,False
298738,Simon MIGNOLET,Goalkeeper,12,1988-03-06,26,193,14,0,False
379888,Daniel DAVARI,Goalkeeper,22,1988-01-06,26,193,4,0,False
232760,Tim KRUL,Goalkeeper,23,1988-04-03,26,193,5,0,False
353237,Adam KWARASEY,Goalkeeper,12,1987-12-12,26,190,21,0,False
359436,EDER,Forward,11,1987-12-22,26,190,7,0,True
269768,RUI PATRICIO,Goalkeeper,12,1988-02-15,26,189,29,0,True
349631,Ricardo ALVAREZ,Midfielder,19,1988-04-12,26,188,5,0,False
354883,Liassine CADAMURO,Defender,17,1988-03-05,26,187,6,0,False
299090,Sokratis PAPASTATHOPOULOS,Defender,19,1988-06-09,26,186,47,0,False
359428,LUIS NETO,Defender,14,1988-05-26,26,186,7,0,False
360109,Panagiotis KONE,Midfielder,8,1987-07-26,26,184,15,0,False
319298,Georgios TZAVELAS,Defender,3,1987-11-26,26,183,13,0,True
200261,Alexandre SONG,Midfielder,6,1987-09-09,26,183,46,0,False
228624,Cristopher TOSELLI,Goalkeeper,12,1988-06-15,26,181,4,0,True
370062,Ivan FRANJIC,Defender,2,1987-09-10,26,180,8,0,True
349576,Juan PAREDES,Defender,4,1987-07-08,26,179,37,0,True
361222,Adam LALLANA,Midfielder,20,1988-05-10,26,179,4,0,True
228942,Alessio CERCI,Forward,11,1987-07-23,26,177,11,0,True
298677,Jonathan DE GUZMAN,Midfielder,8,1987-09-13,26,174,10,0,False
355023,Allan NYOM,Defender,22,1988-05-10,26,170,9,0,False
379264,Jose VAZQUEZ,Midfielder,23,1988-03-14,26,164,4,0,True
234405,Omar GONZALEZ,Defender,3,1988-10-11,25,195,19,0,True
299442,Jerome BOATENG,Defender,20,1988-09-03,25,192,38,0,True
359993,Toni SUNJIC,Defender,15,1988-12-15,25,192,7,0,False
379985,Andrey SEMENOV,Defender,5,1989-03-24,25,191,1,0,True
356933,Mitch LANGERAK,Goalkeeper,12,1988-08-22,25,191,3,0,False
353379,Reza HAGHIGHI,Midfielder,8,1989-02-01,25,190,7,0,True
362649,Andreas SAMARIS,Midfielder,22,1989-06-13,25,190,4,0,True
270714,Javi MARTINEZ,Midfielder,4,1988-09-02,25,190,16,0,False
367558,Sylvain GBOHOUO,Goalkeeper,16,1988-10-29,25,190,2,0,True
303034,Sergio BUSQUETS,Midfielder,16,1988-07-16,25,189,65,0,True
229051,Matthew SPIRANOVIC,Defender,6,1988-06-27,25,188,17,0,True
349568,Adrian BONE,Goalkeeper,12,1988-09-08,25,188,3,0,True
367920,Diego COSTA,Forward,19,1988-10-07,25,188,3,0,True
321734,Shuichi GONDA,Goalkeeper,23,1989-03-03,25,187,2,0,True
302381,Ron-Robert ZIELER,Goalkeeper,12,1989-02-12,25,187,3,0,True
358738,Jasper CILLESSEN,Goalkeeper,1,1989-04-22,25,187,7,0,True
358694,Kevin GROSSKREUTZ,Defender,2,1988-07-19,25,186,4,0,True
312987,Oscar DUARTE,Defender,6,1989-06-03,25,184,10,0,False
228686,David OSPINA,Goalkeeper,1,1988-08-31,25,183,43,0,False
319460,Yann SOMMER,Goalkeeper,12,1988-12-17,25,183,6,0,True
295149,James HOLLAND,Midfielder,16,1989-05-15,25,180,13,0,False
291398,PARK Jongwoo,Midfielder,15,1989-03-10,25,180,10,0,False
332293,Giovanni SIO,Forward,21,1989-03-31,25,180,7,0,False
228691,Alexander MEJIA,Midfielder,15,1988-07-11,25,179,8,0,True
358881,Alexey IONOV,Forward,21,1989-02-18,25,178,5,0,True
350129,Miguel PONCE,Defender,16,1989-04-12,25,175,7,0,True
312234,Oliver BOZANIC,Midfielder,13,1989-01-08,25,167,3,0,False
356748,Chris SMALLING,Defender,12,1989-11-22,24,194,11,0,True
318688,Marcos ROJO,Defender,16,1990-03-20,24,189,20,0,False
311850,Mohammed RABIU,Midfielder,17,1989-12-31,24,189,16,0,False
319436,Leroy FER,Midfielder,18,1990-01-05,24,188,5,0,False
317056,Moussa SISSOKO,Midfielder,18,1989-08-16,24,187,16,0,False
356189,Jordan HENDERSON,Midfielder,14,1990-06-17,24,187,9,0,True
319428,Daryl JANMAAT,Defender,7,1989-07-22,24,186,15,0,True
367343,Yury LODYGIN,Goalkeeper,12,1990-05-26,24,186,2,0,True
359995,Ognjen VRANJES,Defender,6,1989-10-24,24,186,13,0,False
365556,Timmy CHANDLER,Defender,21,1990-03-29,24,186,12,0,False
306410,Ryan McGOWAN,Defender,19,1989-08-15,24,185,9,0,False
290931,Nicolas NKOULOU,Defender,3,1990-03-27,24,185,47,0,False
350003,Hiroki SAKAI,Defender,21,1990-04-12,24,185,17,0,False
306780,Ciro IMMOBILE,Forward,17,1990-02-20,24,184,2,0,True
374529,Anel HADZIC,Midfielder,21,1989-08-16,24,184,2,0,False
274329,HAN Kookyoung,Midfielder,14,1990-04-19,24,183,9,0,False
274283,YUN Sukyoung,Defender,3,1990-02-13,24,182,3,0,False
356518,HWANG Seokho,Defender,6,1989-06-27,24,182,3,0,False
288824,Matteo DARMIAN,Defender,4,1989-12-02,24,182,1,0,True
329092,Hector HERRERA,Midfielder,6,1990-04-19,24,180,12,0,False
319432,Daley BLIND,Defender,5,1990-03-09,24,180,11,0,True
370438,Sammy NDJOCK,Goalkeeper,23,1990-02-25,24,178,2,0,False
270948,Cesar AZPILICUETA,Midfielder,22,1989-08-28,24,178,6,0,False
323574,Stephen ADAMS,Goalkeeper,1,1989-09-28,24,177,6,0,True
365747,Edin VISCA,Forward,19,1990-02-17,24,172,10,0,False
366309,Yacine BRAHIMI,Midfielder,11,1990-02-08,24,171,5,0,False
350124,Javier AQUINO,Midfielder,20,1990-02-11,24,166,21,0,False
305382,Sebastian COATES,Defender,19,1990-10-07,23,196,14,0,True
319413,Panagiotis TACHTSIDIS,Midfielder,23,1991-02-15,23,194,5,0,False
380069,Christoph KRAMER,Midfielder,23,1991-02-19,23,189,2,0,True
319340,Eliaquim MANGALA,Defender,13,1991-02-13,23,188,3,0,False
274281,KIM Seunggyu,Goalkeeper,21,1990-09-30,23,187,5,0,True
368009,Ebenezer ODUNLAMI,Defender,12,1991-04-30,23,187,11,0,True
336434,Clement GRENIER,Midfielder,22,1991-01-07,23,186,5,0,True
323556,Konstantinos MANOLAS,Defender,4,1991-06-14,23,186,8,0,True
370523,Mathis BOLLY,Midfielder,6,1990-11-14,23,185,3,0,False
375453,ANDRE ALMEIDA,Defender,19,1990-09-10,23,185,3,0,True
356710,Ruben GABRIEL,Midfielder,4,1990-09-25,23,184,10,0,False
364088,Faouzi GHOULAM,Defender,3,1991-02-01,23,184,5,0,False
356712,Juwon OSHANIWA,Defender,13,1990-09-14,23,184,9,0,False
312116,Gaston RAMIREZ,Midfielder,18,1990-12-02,23,183,28,0,False
358869,Georgy SHCHENNIKOV,Defender,3,1991-04-27,23,179,3,0,True
379942,Riyad MAHREZ,Forward,21,1991-02-21,23,179,1,0,False
321736,Gotoku SAKAI,Defender,3,1991-03-14,23,176,12,0,False
379974,Waylon FRANCIS,Defender,12,1990-09-20,23,175,1,0,False
356466,Hotaru YAMAGUCHI,Midfielder,16,1990-10-06,23,173,11,0,True
371042,Isaac BRIZUELA,Midfielder,17,1990-08-28,23,173,7,0,True
269071,Daniel OPARE,Defender,4,1990-10-18,23,172,16,0,False
336869,Alex IBARRA,Midfielder,5,1991-01-20,23,171,17,0,False
270400,Luis GARRIDO,Midfielder,19,1990-11-05,23,170,19,0,True
358106,Thibaut COURTOIS,Goalkeeper,1,1992-05-11,22,198,16,0,False
320375,Joel MATIP,Midfielder,21,1991-08-08,22,194,22,0,False
313021,Stefan DE VRIJ,Defender,3,1992-02-05,22,190,11,0,True
379808,Tino Sven SUSIC,Midfielder,14,1992-02-13,22,186,2,0,False
376349,WILLIAM,Midfielder,6,1992-04-07,22,185,3,0,True
358009,Phil JONES,Defender,16,1992-02-21,22,185,9,0,True
376285,Aissa MANDI,Defender,20,1991-10-22,22,184,2,0,False
358885,Maksim KANUNNIKOV,Forward,6,1991-07-14,22,184,2,0,True
336485,Sime VRSALJKO,Defender,2,1992-01-10,22,183,6,0,False
379952,Erik DURM,Defender,15,1992-05-12,22,183,1,0,True
313051,Joel VELTMAN,Defender,13,1992-01-15,22,183,2,0,True
339117,Maty RYAN,Goalkeeper,1,1992-04-08,22,181,6,0,False
379164,Ben HALLORAN,Forward,10,1992-06-14,22,180,1,0,False
306364,Jason DAVIDSON,Defender,3,1991-06-29,22,179,6,0,False
346731,Bakhtiar RAHMANI,Midfielder,18,1991-09-23,22,179,3,0,True
307541,Yeltsin TEJEDA,Midfielder,17,1992-03-17,22,179,22,0,True
355859,Loic FEUDJOU,Goalkeeper,1,1992-04-14,22,178,1,0,True
313410,KOKE,Midfielder,17,1992-01-08,22,178,7,0,True
330565,Jack WILSHERE,Midfielder,7,1992-01-01,22,172,16,0,True
315614,Santiago ARIAS,Defender,4,1992-01-13,22,171,5,0,False
358732,Jordy CLASIE,Midfielder,16,1991-06-27,22,169,8,0,True
380004,Sayouba MANDE,Goalkeeper,23,1993-06-15,21,193,1,0,False
373555,John BROOKS,Defender,6,1993-01-28,21,193,4,0,False
359440,Raphael VARANE,Defender,4,1993-04-25,21,191,5,0,False
308082,Diego REYES,Defender,5,1992-09-19,21,189,14,0,False
369546,Eder BALANTA,Defender,16,1993-02-28,21,181,2,0,False
313559,Ricardo RODRIGUEZ,Defender,13,1992-08-25,21,180,21,0,False
376360,Ismael DIOMANDE,Midfielder,14,1992-08-28,21,180,1,0,False
367557,Jean Daniel AKPA,Defender,7,1992-10-11,21,180,1,0,False
359223,Mattia DE SCIGLIO,Defender,2,1992-10-20,21,179,10,0,True
358101,Muhamed BESIC,Midfielder,7,1992-09-10,21,177,9,0,False
370522,Serge AURIER,Defender,17,1992-12-24,21,176,7,0,False
339116,Massimo LUONGO,Midfielder,21,1992-09-25,21,176,1,0,False
380060,Cedric DJEUGOUE,Defender,4,1992-08-28,21,175,3,0,True
368708,RAFA,Forward,15,1993-05-17,21,173,2,0,True
315436,Ramon AZEEZ,Midfielder,15,1992-12-12,21,170,1,0,False
356704,Juan QUINTERO,Midfielder,20,1993-01-18,21,168,4,0,False
312014,Michael BABATUNDE,Forward,18,1992-12-24,21,165,4,0,False
336791,Edgar SALLI,Midfielder,20,1992-08-17,21,163,8,0,False
370469,Rashid SUMAILA,Defender,15,1992-12-18,21,160,8,0,False
362645,Stefanos KAPINO,Goalkeeper,13,1994-03-18,20,196,2,0,True
379736,Matthias GINTER,Defender,3,1994-01-19,20,187,2,0,True
369392,Ross BARKLEY,Midfielder,21,1993-12-05,20,185,4,0,True
315424,Kenneth OMERUO,Defender,22,1993-10-17,20,185,17,0,False
376230,Sead KOLASINAC,Defender,5,1993-06-20,20,183,4,0,False
336085,Terence KONGOLO,Defender,14,1994-02-14,20,183,1,0,True
339987,Mateo KOVACIC,Midfielder,20,1994-05-06,20,181,9,0,False
368860,Lucas DIGNE,Defender,17,1993-07-20,20,179,2,0,True
336098,Memphis DEPAY,Forward,21,1994-02-13,20,178,6,0,True
368973,DeAndre YEDLIN,Defender,2,1993-07-09,20,175,4,0,True
379939,Nabil BENTALEB,Midfielder,14,1994-11-24,19,189,2,0,False
379911,Divock ORIGI,Forward,17,1995-04-18,19,185,1,0,False
368655,Jose GIMENEZ,Defender,13,1995-01-20,19,184,5,0,False
369094,Julian GREEN,Midfielder,16,1995-06-06,19,172,2,0,False
332827,Carlos GRUEZO,Midfielder,23,1995-04-19,19,171,2,0,False
336043,Raheem STERLING,Midfielder,19,1994-12-08,19,170,3,0,True
336450,Luke SHAW,Defender,23,1995-07-12,18,184,1,0,True
319482,Rodrigo MUNOZ,Goalkeeper,12,1982-01-22,32,185,0,0,False
367415,Jasmin FEJZIC,Goalkeeper,12,1986-05-15,28,198,0,0,False
380663,Sammy BOSSUT,Goalkeeper,13,1985-08-11,28,187,0,0,True
306818,LEE Bumyoung,Goalkeeper,23,1989-04-02,25,199,0,0,True
360642,Camilo VARGAS,Goalkeeper,12,1989-03-09,25,185,0,0,True
269859,David DE GEA,Goalkeeper,12,1990-11-07,23,190,0,0,False
356676,Roman BUERKI,Goalkeeper,21,1990-11-14,23,188,0,0,True
369026,Oliver ZELENIKA,Goalkeeper,12,1993-05-14,21,192,0,0,True
309420,Mattia PERIN,Goalkeeper,13,1992-11-10,21,188,0,0,True
379165,Bailey WRIGHT,Defender,8,1992-07-28,21,184,0,0,False
369050,Ivan MOCINIC,Midfielder,15,1993-04-30,21,180,0,0,True
380000,Marcelo BROZOVIC,Midfielder,14,1992-11-16,21,180,0,0,True
380009,Luis LOPEZ,Goalkeeper,1,1993-09-13,20,182,0,0,True
379910,Adnan JANUZAJ,Midfielder,20,1995-02-05,19,180,0,0,False
